DocumentFieldName,TableColumnName,DelimitedColumnIndex,FwStartPosition,FwEndPosition,FieldLength,DiscardFlag,LookupType,LookupCategory,LookupInputColumn1,LookupInputColumn2,LookupInputColumn3,LookupInputColumn4,LookupOutputColumn,,,
,Mathematics Proficency Level Previous Year Spring ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous Year Spring,Mathematics Approaches Grade Level Previous Year Spring,Mathematics Masters Grade Level Previous Year Spring,,OutputValue1,,,
,Mathematics Proficency Level Previous Year Spring Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous Year Spring,Mathematics Approaches Grade Level Previous Year Spring,Mathematics Masters Grade Level Previous Year Spring,,OutputValue2,,,
BLANK,Blank,,2677,2680,4,Y,,,,,,,,,,
MATHEMATICS_COUNTRY_DISTRICT_CAMPUS_NUMBER_PREV_YR_MAY_RETEST,Mathematics Country District Campus Number Previous Year May Retest,,2681,2689,9,,,,,,,,,,,
MATHEMATICS_LANGUAGE_VERSION_PREV_YR_MAY_RETEST,Mathematics Language Version Previous Year May Retest,,2690,2690,1,,,,,,,,,,,
,Mathematics Language Version Previous Year May Retest Desc,,,,7,,ExactCodeLookup,LanguageVersion,Mathematics Language Version Previous Year May Retest,,,,OutputValue1,,,
MATHEMATICS_TEST_VERSION_PREV_YR_MAY_RETEST,Mathematics Test Version Previous Year May Retest,,2691,2691,1,,,,,,,,,,,
,Mathematics Test Version Previous Year May Retest Desc,,,,5,,ExactCodeLookup,TestVersion,Mathematics Test Version Previous Year May Retest,,,,OutputValue1,,,
MATHEMATICS_SCORE_CODE_PREV_YR_MAY_RETEST,Mathematics Score Code Previous Year May Retest,,2692,2692,1,,,,,,,,,,,
MATHEMATICS_APPROACHES_GRADE_LEVEL_PREV_YR_MAY_RETEST,Mathematics Approaches Grade Level Previous Year May Retest,,2693,2693,1,,,,,,,,,,,
MATHEMATICS_MASTERS_GRADE_LEVEL_PREV_YR_MAY_RETEST,Mathematics Masters Grade Level Previous Year May Retest,,2694,2694,1,,,,,,,,,,,
MATHEMATICS_SCALE_SCORE_PREV_YR_MAY_RETEST,Mathematics Scale Score Previous Year May Retest,,2695,2698,4,,,,,,,,,,,
MATHEMATICS_TESTED_GRADE_PREV_YR_MAY_RETEST,Mathematics Tested Grade Previous Year May Retest,,2699,2700,2,,,,,,,,,,,
MATHEMATICS_ENROLLED_GRADE_PREV_YR_MAY_RETEST,Mathematics Enrolled Grade Previous Year May Retest,,2701,2702,2,,,,,,,,,,,
MATHEMATICS_STAAR_PROGRESS_MEASURE_PREV_YR_MAY_RETEST,Mathematics STAAR Progress Measure Previous Year May Retest,,2703,2703,1,,,,,,,,,,,
,Mathematics STAAR Progress Measure Previous Year May Retest Desc,,,,11,,ExactCodeLookup,STAARProgressMeasure,Mathematics STAAR Progress Measure Previous Year May Retest,,,,OutputValue1,,,
MATHEMATICS_ELL_PROGRESS_MEASURE_PREV_YR_MAY_RETEST,Mathematics ELL Progress Measure Previous Year May Retest,,2704,2704,1,,,,,,,,,,,
MATHEMATICS_MEETS_GRADE_LEVEL_PREV_YR_MAY_RETEST,Mathematics Meets Grade Level Previous Year May Retest,,2705,2705,1,,,,,,,,,,,
,Mathematics Proficency Level Previous Year May Retest ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous Year May Retest,Mathematics Approaches Grade Level Previous Year May Retest,Mathematics Masters Grade Level Previous Year May Retest,,OutputValue1,,,
,Mathematics Proficency Level Previous Year May Retest Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous Year May Retest,Mathematics Approaches Grade Level Previous Year May Retest,Mathematics Masters Grade Level Previous Year May Retest,,OutputValue2,,,
BLANK,Blank,,2706,2710,5,Y,,,,,,,,,,
MATHEMATICS_COUNTRY_DISTRICT_CAMPUS_NUMBER_PREV_YR_JUNE_RETEST,Mathematics Country District Campus Number Previous Year June Retest,,2711,2719,9,,,,,,,,,,,
MATHEMATICS_LANGUAGE_VERSION_PREV_YR_JUNE_RETEST,Mathematics Language Version Previous Year June Retest,,2720,2720,1,,,,,,,,,,,
,Mathematics Language Version Previous Year June Retest Desc,,,,7,,ExactCodeLookup,LanguageVersion,Mathematics Language Version Previous Year June Retest,,,,OutputValue1,,,
MATHEMATICS_TEST_VERSION_PREV_YR_JUNE_RETEST,Mathematics Test Version Previous Year June Retest,,2721,2721,1,,,,,,,,,,,
,Mathematics Test Version Previous Year June Retest Desc,,,,5,,ExactCodeLookup,TestVersion,Mathematics Test Version Previous Year June Retest,,,,OutputValue1,,,
MATHEMATICS_SCORE_CODE_PREV_YR_JUNE_RETEST,Mathematics Score Code Previous Year June Retest,,2722,2722,1,,,,,,,,,,,
MATHEMATICS_APPROACHES_GRADE_LEVEL_PREV_YR_JUNE_RETEST,Mathematics Approaches Grade Level Previous Year June Retest,,2723,2723,1,,,,,,,,,,,
MATHEMATICS_MEETS_GRADE_LEVEL_PREV_YR_JUNE_RETEST,Mathematics Meets Grade Level Previous year June Retest,,2724,2724,1,,,,,,,,,,,
MATHEMATICS_MASTERS_GRADE_LEVEL_PREV_YR_JUNE_RETEST,Mathematics Masters Grade Level Previous Year June Retest,,2725,2725,1,,,,,,,,,,,
MATHEMATICS_SCALE_SCORE_PREV_YR_JUNE_RETEST,Mathematics Scale Score Previous Year June Retest,,2726,2729,4,,,,,,,,,,,
MATHEMATICS_TESTED_GRADE_PREV_YR_JUNE_RETEST,Mathematics Tested Grade Previous Year June Retest,,2730,2731,2,,,,,,,,,,,
MATHEMATICS_ENROLLED_GRADE_PREV_YR_JUNE_RETEST,Mathematics Enrolled Grade Previous Year June Retest,,2732,2733,2,,,,,,,,,,,
MATHEMATICS_STAAR_PROGRESS_MEASURE_PREV_YR_JUNE_RETEST,Mathematics STAAR Progress Measure Previous Year June Retest,,2734,2734,1,,,,,,,,,,,
,Mathematics STAAR Progress Measure Previous Year June Retest Desc,,,,11,,ExactCodeLookup,STAARProgressMeasure,Mathematics STAAR Progress Measure Previous Year June Retest,,,,OutputValue1,,,
MATHEMATICS_ELL_PROGRESS_MEASURE_PREV_YR_JUNE_RETEST,Mathematics ELL Progress Measure Previous Year June Retest,,2735,2735,1,,,,,,,,,,,
,Mathematics Proficency Level Previous Year June Retest ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous year June Retest,Mathematics Approaches Grade Level Previous Year June Retest,Mathematics Masters Grade Level Previous Year June Retest,,OutputValue1,,,
,Mathematics Proficency Level Previous Year June Retest Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Mathematics Meets Grade Level Previous year June Retest,Mathematics Approaches Grade Level Previous Year June Retest,Mathematics Masters Grade Level Previous Year June Retest,,OutputValue2,,,
BLANK,Blank,,2736,2740,5,Y,,,,,,,,,,
WRITING_COUNTRY_DISTRICT_CAMPUS_NUMBER_PREV_YR_SPRING,Writing Country District Campus Number Previous Year Spring,,2741,2749,9,,,,,,,,,,,
WRITING_LANGUAGE_VERSION_PREV_YR_SPRING,Writing Language Version Previous Year Spring,,2750,2750,1,,,,,,,,,,,
,Writing Language Version Previous Year Spring Desc,,,,7,,ExactCodeLookup,LanguageVersion,Writing Language Version Previous Year Spring,,,,OutputValue1,,,
WRITING_TEST_VERSION_PREV_YR_SPRING,Writing Test Version Previous Year Spring,,2751,2751,1,,,,,,,,,,,
,Writing Test Version Previous Year Spring Desc,,,,5,,ExactCodeLookup,TestVersion,Writing Test Version Previous Year Spring,,,,OutputValue1,,,
WRITING_SCORE_CODE_PREV_YR_SPRING,Writing Score Code Previous Year Spring,,2752,2752,1,,,,,,,,,,,
WRITING_APPROACHES_GRADE_LEVEL_PREV_YR_SPRING,Writing Approaches Grade Level Previous Year Spring,,2753,2753,1,,,,,,,,,,,
WRITING_MASTERS_GRADE_LEVEL_PREV_YR_SPRING,Writing Masters Grade Level Previous Year Spring,,2754,2754,1,,,,,,,,,,,
WRITING_SCALE_SCORE_PREV_YR_SPRING,Writing Scale Score Previous Year Spring,,2755,2758,4,,,,,,,,,,,
WRITING_TESTED_GRADE_PREV_YR_SPRING,Writing Tested Grade Previous Year Spring,,2759,2760,2,,,,,,,,,,,
WRITING_ENROLLED_GRADE_PREV_YR_SPRING,Writing Enrolled Grade Previous Year Spring,,2761,2762,2,,,,,,,,,,,
WRITING_MEETS_GRADE_LEVEL_PREV_YR_SPRING,Writing Meets Grade Level Previous Year Spring,,2763,2763,1,,,,,,,,,,,
WRITING_ELL_PROGRESS_MEASURE_PREV_YR_SPRING,Writing ELL Progress Measure Previous Year Spring,,2764,2764,1,,,,,,,,,,,
,Writing Proficency Level Previous Year Spring ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Writing Meets Grade Level Previous Year Spring,Writing Approaches Grade Level Previous Year Spring,Writing Masters Grade Level Previous Year Spring,,OutputValue1,,,
,Writing Proficency Level Previous Year Spring Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Writing Meets Grade Level Previous Year Spring,Writing Approaches Grade Level Previous Year Spring,Writing Masters Grade Level Previous Year Spring,,OutputValue2,,,
BLANK,Blank,,2765,2770,6,Y,,,,,,,,,,
SOCIAL_STUDIES_COUNTRY_DISTRICT_CAMPUS_NUMBER_PREV_YR_SPRING,Social Studies Country District Campus Number Previous Year Spring,,2771,2779,9,,,,,,,,,,,
SOCIAL_STUDIES_LANGUAGE_VERSION_PREV_YR_SPRING,Social Studies Language Version Previous Year Spring,,2780,2780,1,,,,,,,,,,,
,Social Studies Language Version Previous Year Spring Desc,,,,7,,ExactCodeLookup,LanguageVersion,Social Studies Language Version Previous Year Spring,,,,OutputValue1,,,
SOCIAL_STUDIES_TEST_VERSION_PREV_YR_SPRING,Social Studies Test Version Previous Year Spring,,2781,2781,1,,,,,,,,,,,
,Social Studies Test Version Previous Year Spring Desc,,,,5,,ExactCodeLookup,TestVersion,Social Studies Test Version Previous Year Spring,,,,OutputValue1,,,
SOCIAL_STUDIES_SCORE_CODE_PREV_YR_SPRING,Social Studies Score Code Previous Year Spring,,2782,2782,1,,,,,,,,,,,
SOCIAL_STUDIES_APPROACHES_GRADE_LEVEL_PREV_YR_SPRING,Social Studies Approaches Grade Level Previous Year Spring,,2783,2783,1,,,,,,,,,,,
SOCIAL_STUDIES_MASTERS_GRADE_LEVEL_PREV_YR_SPRING,Social Studies Masters Grade Level Previous Year Spring,,2784,2784,1,,,,,,,,,,,
SOCIAL_STUDIES_SCALE_SCORE_PREV_YR_SPRING,Social Studies Scale Score Previous Year Spring,,2785,2788,4,,,,,,,,,,,
SOCIAL_STUDIES_TESTED_GRADE_PREV_YR_SPRING,Social Studies Tested Grade Previous Year Spring,,2789,2790,2,,,,,,,,,,,
SOCIAL_STUDIES_ENROLLED_GRADE_PREV_YR_SPRING,Social Studies Enrolled Grade Previous Year Spring,,2791,2792,2,,,,,,,,,,,
SOCIAL_STUDIES_MEETS_GRADE_LEVEL_PREV_YR_SPRING,Social Studies Meets Grade Level Previous Year Spring,,2793,2793,1,,,,,,,,,,,
SOCIAL_STUDIES_ELL_PROGRESS_MEASURE_PREV_YR_SPRING,Social Studies ELL Progress Measure Previous Year Spring,,2794,2794,1,,,,,,,,,,,
,Social Studies Proficency Level Previous Year Spring ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Social Studies Meets Grade Level Previous Year Spring,Social Studies Approaches Grade Level Previous Year Spring,Social Studies Masters Grade Level Previous Year Spring,,OutputValue1,,,
,Social Studies Proficency Level Previous Year Spring Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Social Studies Meets Grade Level Previous Year Spring,Social Studies Approaches Grade Level Previous Year Spring,Social Studies Masters Grade Level Previous Year Spring,,OutputValue2,,,
BLANK,Blank,,2795,2800,6,Y,,,,,,,,,,
SCIENCE_COUNTRY_DISTRICT_CAMPUS_NUMBER_PREV_YR_SPRING,Science Country District Campus Number Previous Year Spring,,2801,2809,9,,,,,,,,,,,
SCIENCE_LANGUAGE_VERSION_PREV_YR_SPRING,Science Language Version Previous Year Spring,,2810,2810,1,,,,,,,,,,,
,Science Language Version Previous Year Spring Desc,,,,7,,ExactCodeLookup,LanguageVersion,Science Language Version Previous Year Spring,,,,OutputValue1,,,
SCIENCE_TEST_VERSION_PREV_YR_SPRING,Science Test Version Previous Year Spring,,2811,2811,1,,,,,,,,,,,
,Science Test Version Previous Year Spring Desc,,,,5,,ExactCodeLookup,TestVersion,Science Test Version Previous Year Spring,,,,OutputValue1,,,
SCIENCE_SCORE_CODE_PREV_YR_SPRING,Science Score Code Previous Year Spring,,2812,2812,1,,,,,,,,,,,
SCIENCE_APPROACHES_GRADE_LEVEL_PREV_YR_SPRING,Science Approaches Grade Level Previous Year Spring,,2813,2813,1,,,,,,,,,,,
SCIENCE_MASTERS_GRADE_LEVEL_PREV_YR_SPRING,Science Masters Grade Level Previous Year Spring,,2814,2814,1,,,,,,,,,,,
SCIENCE_SCALE_SCORE_PREV_YR_SPRING,Science Scale Score Previous Year Spring,,2815,2818,4,,,,,,,,,,,
SCIENCE_TESTED_GRADE_PREV_YR_SPRING,Science Tested Grade Previous Year Spring,,2819,2820,2,,,,,,,,,,,
SCIENCE_ENROLLED_GRADE_PREV_YR_SPRING,Science Enrolled Grade Previous Year Spring,,2821,2822,2,,,,,,,,,,,
SCIENCE_MEETS_GRADE_LEVEL_PREV_YR_SPRING,Science Meets Grade Level Previous Year Spring,,2823,2823,1,,,,,,,,,,,
SCIENCE_ELL_PROGRESS_MEASURE_PREV_YR_SPRING,Science ELL Progress Measure Previous Year Spring,,2824,2824,1,,,,,,,,,,,
,Science Proficency Level Previous Year Spring ,,,,12,,ExactCodeLookup,ProfLevelAlgorithm,Science Meets Grade Level Previous Year Spring,Science Approaches Grade Level Previous Year Spring,Science Masters Grade Level Previous Year Spring,,OutputValue1,,,
,Science Proficency Level Previous Year Spring Color,,,,5,,ExactCodeLookup,ProfLevelAlgorithm,Science Meets Grade Level Previous Year Spring,Science Approaches Grade Level Previous Year Spring,Science Masters Grade Level Previous Year Spring,,OutputValue2,,,
BLANK,Blank,,2825,2839,15,Y,,,,,,,,,,
READING_MEETS_GRADE_LEVEL_PREV_YR_SPRING,Reading Meets Grade Level Previous Year Spring,,2840,2840,1,,,,,,,,,,,
BLANK,Blank,,2841,2900,60,Y,,,,,,,,,,
LEXILE_MEASURE_GRADE_3,Lexile Measure Grade 3,,2901,2905,5,,,,,,,,,,,
LEXILE_MEASURE_GRADE_4,Lexile Measure Grade 4,,2906,2910,5,,,,,,,,,,,
LEXILE_MEASURE_GRADE_5,Lexile Measure Grade 5,,2911,2915,5,,,,,,,,,,,
LEXILE_MEASURE_GRADE_6,Lexile Measure Grade 6,,2916,2920,5,,,,,,,,,,,
LEXILE_MEASURE_GRADE_7,Lexile Measure Grade 7,,2921,2925,5,,,,,,,,,,,
LEXILE_MEASURE_GRADE_8,Lexile Measure Grade 8,,2926,2930,5,,,,,,,,,,,
BLANK,Blank,,2931,2955,25,Y,,,,,,,,,,
QUANTILE_MEASURE_GRADE_3,Quantile Measure Grade 3,,2956,2960,5,,,,,,,,,,,
QUANTILE_MEASURE_GRADE_4,Quantile Measure Grade 4,,2961,2965,5,,,,,,,,,,,
QUANTILE_MEASURE_GRADE_5,Quantile Measure Grade 5,,2966,2970,5,,,,,,,,,,,
QUANTILE_MEASURE_GRADE_6,Quantile Measure Grade 6,,2971,2975,5,,,,,,,,,,,
QUANTILE_MEASURE_GRADE_7,Quantile Measure Grade 7,,2976,2980,5,,,,,,,,,,,
QUANTILE_MEASURE_GRADE_8,Quantile Measure Grade 8,,2981,2985,5,,,,,,,,,,,
BLANK,Blank,,2986,3999,1014,Y,,,,,,,,,,
PERIOD,Period,,4000,4000,1,,,,,,,,,,,
